id,production_budget,domestic_gross,worldwide_gross,year,title_new
15,1000000,28262574,28316211,1976,taxi driver
16,1000000,24146161,53365925,2006,an inconvenient truth
17,1000000,18494006,26887177,2013,you're next
18,1000000,18119640,42411721,2012,chernobyl diaries
19,1000000,17985000,17985000,1981,the howling
20,1000000,16067035,59567035,1963,dr. no
21,1000000,14564000,14575148,1987,hellraiser
22,1000000,14444999,14662703,2016,"hello, my name is doris"
23,1000000,10047674,15943081,2005,cry wolf
24,1000000,10037390,10037390,2000,godzilla 2000
25,1000000,9737892,16566240,2010,blue valentine
26,1000000,9015303,16553163,2006,transamerica
27,1000000,9000000,9000000,1970,beyond the valley of the dolls
28,1000000,9000000,9000000,1956,love me tender
29,1000000,8866745,16434588,2018,unfriended: dark web
30,1000000,7800000,7800000,1949,sands of iwo jima
31,1000000,7192291,12931420,2015,the green inferno
32,1000000,7123919,9617402,2017,i am not your negro
33,1000000,6002451,11495204,2012,the sessions
34,1000000,5505267,16173879,2008,shine a light
35,1000000,5355847,5391992,2012,october baby
36,1000000,5284309,5797192,2014,the skeleton twins
37,1000000,4946250,5892466,2013,20 feet from stardom
38,1000000,4417674,4731944,2009,"food, inc."
39,1000000,3496795,5839322,2017,an inconvenient sequel
40,1000000,3395581,3465703,1998,next stop wonderland
41,1000000,3122616,3324070,2014,obvious child
42,1000000,2981038,5438911,2011,martha marcy may marlene
43,1000000,2678010,3553253,2005,junebug
44,1000000,2511476,6030129,2008,frozen river
45,1000000,2402459,3575308,2001,sidewalks of new york
46,1000000,2057193,2315026,1998,two girls and a guy
47,1000000,1744858,2022442,2000,the broken hearts club: a romantic comedy
48,1000000,1678874,1849392,2006,who killed the electric car?
49,1000000,1355079,1355079,2009,the secrets of jonathan sperry
50,1000000,1287480,1615787,1996,walking and talking
51,1000000,1239183,1492895,2003,bubba ho-tep
52,1000000,1067481,2684207,2001,no man's land
53,1000000,1009819,1087521,1998,slam
54,1000000,952432,4015686,2017,visages villages
55,1000000,852206,852206,2001,brigham city
56,1000000,800148,1471090,2017,patti cake$
57,1000000,779137,1425707,2000,panic
58,1000000,767732,1156309,2014,palo alto
59,1000000,623791,1179462,2000,fiza
60,1000000,621859,2721096,2010,ajami
61,1000000,582024,627287,1998,orgazmo
62,1000000,568662,1239174,2011,the future
63,1000000,549666,703020,2003,all the real girls
64,1000000,549185,549185,2014,23 blast
65,1000000,542909,542909,1997,dream with the fishes
66,1000000,486919,1227316,2013,the act of killing
67,1000000,464126,475367,2003,blue car
68,1000000,446165,473769,2007,wristcutters: a love story
69,1000000,428535,428535,2000,luminarias
70,1000000,336472,852399,2014,i origins
71,1000000,288757,288757,2014,antarctica: a year on ice
72,1000000,280351,839145,2003,the battle of shaker heights
73,1000000,274661,304472,2008,taxi to the dark side
74,1000000,231738,354836,2016,the invitation
75,1000000,227241,227241,2004,guiana 1838
76,1000000,213137,213137,2002,love liza
77,1000000,144601,215559,2006,once in a lifetime: the extraordinary story of the new york cosmos
78,1000000,113433,113433,2001,lisa picard is famous
79,1000000,101531,101531,2015,beyond the brick: a lego brickumentary
80,1000000,101215,102812,2009,the house of the devil
81,1000000,96734,96734,2012,hardflip
82,1000000,63014,63014,2016,creative control
83,1000000,49000,1549000,2005,chocolate: deep dark secrets
84,1000000,48764,51587,2011,the perfect host
85,1000000,22434,22434,1998,the last big thing
86,1000000,21210,21210,1998,safe men
87,1000000,17127,17127,2001,speedway junky
88,1000000,15156,15156,2015,hits
89,1000000,12996,12996,2000,the specials
90,1000000,11574,11574,2010,16 to life
91,1000000,10787,844377,2007,alone with her
92,1000000,9837,101053,2014,camp x-ray
93,1000000,7202,26822,2008,special
94,1000000,6870,6870,2015,the sisterhood of night
95,1000000,5494,5494,1999,sparkler
96,1000000,3700,3700,2005,the helixâ¦loaded
97,1000000,1036,1036,2015,childless
98,1000000,884,884,2006,in her line of fire
99,1000000,703,703,2002,the jimmy show
100,1000000,0,552614,2013,heli
1,1000000,0,17721,2015,karachi se lahore
2,1000000,0,5382,2006,loving annabelle
3,1000000,0,26,2015,american hero
4,1000000,0,0,2009,frat party
5,1000000,0,0,2006,jimmy and judy
6,1000000,0,0,2003,the party's over
7,1000000,0,0,2009,the poker house
8,1000000,0,0,2005,proud
9,1000000,0,0,2008,steppin: the movie
10,1000000,0,0,2010,zombies of mass destruction
11,1000000,0,0,2012,snow white: a deadly summer
12,1000000,0,0,2012,truth or die
13,1000000,0,0,2013,black rock
14,1000000,0,0,2014,hidden away
15,1000000,0,0,2013,my last day without you
16,1000000,0,0,2013,zombie hunter
17,1000000,0,0,2014,doc holliday's revenge
18,1000000,0,0,2014,a fine step
19,1000000,0,0,2015,fear clinic
20,1000000,0,0,2015,the pet
21,1000000,0,0,2014,bang bang baby
22,1000000,0,0,2016,hush
23,1000000,0,0,2016,1982
24,1000000,0,0,2015,the horror network
25,1000000,0,0,2016,chemical cut
26,1000000,0,0,2015,por amor en el caserio
27,989000,8158,8158,2007,and then came love
28,950000,1024640,8267066,2006,hard candy
29,950000,814666,814666,2002,charly
30,950000,0,78122,2014,banshee chapter
31,950000,0,0,2012,trance
32,950000,0,0,2014,jesse
33,950000,0,0,2015,ask me anything
34,930000,30905,30905,2012,l!fe happens
35,916000,6179955,6188421,2017,lowriders
36,913000,0,176,2014,food chains
37,910000,9600000,9600000,1954,on the waterfront
38,900000,16098998,17549645,2013,fruitvale station
39,900000,9097072,9097072,2016,meet the blacks
40,900000,1196321,11993156,2008,"4 luni, 3 saptamani si 2 zile"
41,900000,454121,958978,2011,circumstance
42,900000,381420,381420,2006,the quiet
43,900000,7396,7396,2012,the giant mechanical man
44,900000,6997,413733,2013,the brass teapot
45,900000,0,0,2014,40 weeks
46,900000,0,0,2015,le bonheur d'elza
47,858000,102797000,268000000,1942,bambi
48,850000,1251749,1386088,2012,"for a good time, call"
49,850000,833118,865708,2004,latter days
50,850000,442638,442638,2008,the hammer
51,850000,3256,3256,2015,windsor drive
52,850000,0,0,2012,snitch
53,850000,0,0,2008,harrison montgomery
54,840000,3103407,3787689,2012,celeste and jesse forever
55,825000,1500711,1500711,2002,time changer
56,825000,0,610776,2009,london to brighton
57,820000,0,16909,2009,crying with laughter
58,800000,98000000,98000000,1971,billy jack
59,800000,7098492,24426169,2011,jodaeiye nader az simin
60,800000,4198137,5034794,1996,welcome to the dollhouse
61,800000,2073984,2900578,2003,raising victor vargas
62,800000,1001437,1001437,1993,ruby in paradise
63,800000,881950,881950,2002,pandora's box
64,800000,200433,200433,2007,cama adentro
65,800000,144583,371647,2000,deterrence
66,800000,62544,62544,2004,the mudge boy
67,800000,58163,58163,2003,the young unknowns
68,800000,46742,2194020,2009,dã¸d snã¸
69,800000,35688,35688,2014,not cool
70,800000,29063,462206,2012,kill list
71,800000,0,0,2015,vessel
72,780000,1310470,1310470,2004,saints and soldiers
73,777000,115000000,140000000,1973,american graffiti
74,775000,0,0,2006,iraq for sale: the war profiteers
75,750000,7706436,7712436,2011,kevin hart: laugh at my pain
76,750000,5520368,5520368,2007,aqua teen hunger force colon movie film for theaters
77,750000,4010957,4422318,2012,safety not guaranteed
78,750000,78396,1011535,2012,the innkeepers
79,750000,59656,89609,2014,il conformista
80,750000,47329,47329,2002,interview with the assassin
81,750000,41196,229250,2005,undead
82,750000,19367,814801,2009,donkey punch
83,750000,0,1960521,2013,all the boys love mandy lane
84,750000,0,450,2014,destiny
85,750000,0,0,2009,bled
86,750000,0,0,2016,adulterers
87,747000,44566,44566,1968,la mariã©e ã©tait en noir
88,730000,8000000,8000000,1952,high noon
89,700000,7768371,11768371,1994,hoop dreams
90,700000,3278611,4857731,2005,rize
91,700000,2697938,4911725,2006,half nelson
92,700000,1140965,1140965,2001,l.i.e.
93,700000,1017107,1110511,2017,columbus
94,700000,10508,10508,1999,naturally native
95,700000,0,1160,2010,b-girl
96,700000,0,0,2015,walter
97,672000,10000000,10000650,1933,king kong
98,658000,23800000,23800000,1953,house of wax
99,650000,2301777,2301777,1998,hav plenty
100,650000,171962,171962,2013,escape from tomorrow
1,650000,1447,1447,2018,that way madness lies
2,650000,0,0,2012,after
3,650000,0,0,2014,the hadza: last of the first
4,640000,0,14812,2009,starsuckers
5,625000,0,0,2013,treachery
6,609000,1782000,3202000,1935,top hat
7,600000,140539099,248300000,1999,the blair witch project
8,600000,34505110,34505110,1970,woodstock
9,600000,15000000,20000000,1977,the kentucky fried movie
10,600000,4300000,4300000,1967,per qualche dollaro in piã¹
11,600000,173599,173599,2000,mercy streets
12,600000,42557,42557,2014,water & power
13,600000,23616,23616,2007,arnolds park
14,600000,15030,85343,1999,broken vessels
15,600000,3301,3301,2015,drunk wedding
16,600000,0,7943,2016,they will have to kill us first
17,600000,0,0,2002,crop circles: quest for truth
18,600000,0,0,2014,the maid's room
19,600000,0,0,2014,light from the darkroom
20,600000,0,0,2015,irreplaceable
21,560000,1537860,1626784,1964,a hard day's night
22,560000,3709,3709,2011,the harvest/la cosecha
23,560000,0,8462,2015,julija in alfa romeo
24,558000,900000,900000,1931,mata hari
25,550000,39754601,59754601,1980,friday the 13th
26,550000,5269990,5269990,1984,love letters
27,550000,9111,9111,2014,faith connections
28,546173,0,0,2012,high road
29,500000,33456317,33473297,2008,fireproof
30,500000,31559560,31559560,1974,benji
31,500000,30500882,55518641,2004,open water
32,500000,17000000,17000000,1977,kingdom of the spiders
33,500000,8117961,9387581,2005,mad hot ballroom
34,500000,5801558,9470209,2003,the station agent
35,500000,3777210,3824868,2010,to save a life
36,500000,3121270,3177636,2006,wordplay
37,500000,2047570,2047570,1999,beyond the mat
38,500000,1250798,1250798,2002,the singles ward
39,500000,1131261,1131261,2011,sholem aleichem: laughing in the darkness
40,500000,1127331,1971479,2004,osama
41,500000,1115313,1167524,2000,groove
42,500000,1111615,1111615,2003,the r.m.
43,500000,985341,1027228,1999,twin falls idaho
44,500000,603951,1348750,2004,mean creek
45,500000,343706,407100,2013,drinking buddies
46,500000,334041,367582,1998,hurricane streets
47,500000,307631,308793,2002,never again
48,500000,271736,271736,1956,shichinin no samurai
49,500000,254293,254293,2003,civil brand
50,500000,237301,5639730,2010,monsters
51,500000,154187,602789,2006,lonesome jim
52,500000,152449,152449,2013,deceptive practice: the mysteries and mentors of ricky jay
53,500000,134109,314444,2012,the other dream team
54,500000,129479,280967,2015,o menino e o mundo
55,500000,100370,680914,2011,rubber
56,500000,55000,55000,1991,johnny suede
57,500000,52850,53201,2007,finishing the game
58,500000,32033,32033,2008,kiss the bride
59,500000,19800,19800,2003,the journey
60,500000,15433,44793168,2009,home
61,500000,13134,13134,2003,the slaughter rule
62,500000,12232,12232,2010,the living wake
63,500000,6840,77121,2009,scott walker: 30 century man
64,500000,4134,4134,2005,the californians
65,500000,1822,1822,2014,born to fly: elizabeth streb vs. gravity
66,500000,1778,1778,2013,detention of the dead
67,500000,528,528,2018,higher power
68,500000,0,3000000,2006,feng kuang de shi tou
69,500000,0,2141436,2013,now is good
70,500000,0,1355967,2006,griffin & phoenix
71,500000,0,7890,2001,everything put together
72,500000,0,0,2010,drones
73,500000,0,0,2012,enter nowhere
74,500000,0,0,2012,girls gone dead
75,500000,0,0,2005,insomnia manica
76,500000,0,0,2014,america is still the place
77,500000,0,0,2015,the outrageous sophie tucker
78,500000,0,0,2015,subconscious
79,500000,0,0,2015,roadside
80,500000,0,0,2014,diamond ruff
81,500000,0,0,2015,love in the time of monsters
82,500000,0,0,2012,el rey de najayo
83,500000,0,0,2015,fight to the finish
84,500000,0,0,2013,bucky and the squirrels
85,500000,0,0,1990,going under
86,500000,0,0,2015,crossroads
87,500000,0,0,2015,alleluia! the devil's carnival
88,500000,0,0,2015,brooklyn bizarre
89,500000,0,0,2014,the sound and the shadow
90,500000,0,0,2015,rodeo girl
91,500000,0,0,2015,the little ponderosa zoo
92,475000,0,0,1984,the toxic avenger
93,450000,107918810,194183034,2009,paranormal activity
94,450000,2712293,2712293,1991,straight out of brooklyn
95,450000,2075743,4243996,2006,brick
96,450000,410919,450349,1997,sunday
97,450000,379418,1297745,2006,conversations with other women
98,450000,41260,42503,2015,siakh lokhamim: ha'slilim ha'gnouzim
99,450000,13804,22623,2008,poultrygeist: night of the chicken dead
100,450000,13486,13486,2014,as it is in heaven
1,450000,0,0,2014,mutual friends
2,450000,0,0,2014,rise of the entrepreneur - the search for a better way
3,439000,1438000,2281000,1933,42nd street
4,430000,2938000,2938000,1990,metropolitan
5,425000,80301,581304,2006,moartea domnului lazarescu
6,425000,12604,12604,2005,gory gory hallelujah
7,420000,258384,437002,2014,blue ruin
8,400000,44540956,46122713,2004,napoleon dynamite
9,400000,3427696,5028948,1975,monty python and the holy grail
10,400000,1692693,2797199,2006,quinceanera
11,400000,1293295,1600566,2002,dogtown and z-boys
12,400000,655538,655538,2008,heroes
13,400000,592014,1162014,2004,tarnation
14,400000,433588,433588,2010,i want your money
15,400000,126387,126387,1983,e tu vivrai nel terrore - l'aldilã
16,400000,89134,89134,1980,home movies
17,400000,44452,44452,2001,jackpot
18,400000,31425,31425,2004,fabled
19,400000,423,423,2005,the dark hours
20,400000,0,9071,2015,viskningar och rop
21,400000,0,0,1986,my beautiful laundrette
22,400000,0,0,2005,show me
23,400000,0,0,2014,pancakes
24,385907,0,0,1916,intolerance
25,379000,2800000,4358000,1929,the broadway melody
26,375000,2400000,29400000,1983,the evil dead
27,375000,617172,617172,1999,trekkies
28,350000,10000000,10000000,1980,maniac
29,350000,4000000,4000000,1987,american ninja 2: the confrontation
30,350000,1531154,1772979,2005,murderball
31,350000,246574,310891,2010,my dog tulip
32,350000,84689,84689,2006,51 birch street
33,350000,9118,9118,2002,revolution#9
34,350000,0,0,2009,royal kill
35,350000,0,0,2015,rotor dr1
36,340000,0,0,1957,12 angry men
37,325000,47000000,70000000,1978,halloween
38,325000,2500000,2500000,1934,it happened one night
39,323000,110248,1373407,2010,kynodontas
40,312000,1350248,1788168,1999,tumbleweeds
41,300000,7718961,7808524,2003,tupac resurrection
42,300000,2637726,2652515,2000,god's army
43,300000,2528664,3571253,2003,pieces of april
44,300000,1652472,2525984,1996,when the cat's away
45,300000,865695,1416046,2008,wendy and lucy
46,300000,373615,373615,1998,let's talk about sex
47,300000,255923,399908,2006,old joy
48,300000,87264,87264,2005,first morning
49,300000,70807,71380,2007,pierrot le fou
50,300000,42735,42735,1997,the watermelon woman
51,300000,39475,39475,2011,3 backyards
52,300000,33312,33312,2006,sisters in law
53,300000,17241,17241,2012,nothing but a man
54,300000,16892,2066892,2002,ayurveda: art of being
55,300000,10876,10876,1998,"first love, last rites"
56,300000,10514,10514,2005,fighting tommy riley
57,300000,3496,3496,2014,locker 13
58,300000,1711,1711,2015,the looking glass
59,300000,0,3565259,2014,all you need is love
60,300000,0,0,1975,death race 2000
61,300000,0,0,2012,some guy who kills people
62,300000,0,0,2013,midnight cabaret
63,300000,0,0,2015,teeth and blood
64,300000,0,0,2015,walking to paris
65,300000,0,0,2010,anderson's cross
66,300000,0,0,2015,amidst the devil's wings
67,290000,0,0,2010,death calls
68,270000,319285,830700,2012,compliance
69,250000,23894000,23894000,1981,graduation day
70,250000,12006514,15155095,1997,chasing amy
71,250000,4210379,4613482,2002,lovely and amazing
72,250000,3930990,3934450,2017,sleight
73,250000,3802390,3809226,2003,better luck tomorrow
74,250000,3395391,3728400,2011,like crazy
75,250000,2210408,2477155,1995,the incredibly true adventure of two girls in love
76,250000,1055671,1157672,2000,chuck&buck
77,250000,902835,1366235,2001,american desi
78,250000,489220,8969065,1998,cube
79,250000,212285,743216,1997,love and other catastrophes
80,250000,203134,203134,1998,i married a strange person
81,250000,191862,191862,2005,november
82,250000,178095,178095,1999,sugar town
83,250000,67665,67665,2008,happy valley
84,250000,59671,62375,2013,the canyons
85,250000,51540,51540,2006,the motel
86,250000,49772,237816,2005,on the outs
87,250000,46026,284174,2007,shotgun stories
88,250000,21147,21147,2014,nightlights
89,250000,18823,18823,2014,test
90,250000,18195,20628,1999,the sticky fingers of time
91,250000,0,3234,2015,along the roadside
