title,year,studio,production_budget,foreign_gross,domestic_gross,worldwide_gross,genres,rating,votes
toy story 3,2010,BV,200000000,652000000.0,415004880,1068879522,"Adventure,Animation,Comedy",8.3,682218
inception,2010,WB,160000000,535700000.0,292576195,835524642,"Action,Adventure,Sci-Fi",8.8,1841066
shrek forever after,2010,P/DW,165000000,513900000.0,238736787,756244673,"Adventure,Animation,Comedy",6.3,167532
the twilight saga: eclipse,2010,Sum.,68000000,398000000.0,300531751,706102828,"Adventure,Drama,Fantasy",5.0,211733
iron man 2,2010,Par.,170000000,311500000.0,312433331,621156389,"Action,Adventure,Sci-Fi",7.0,657690
tangled,2010,BV,260000000,391000000.0,200821936,586477240,"Adventure,Animation,Comedy",7.8,366366
despicable me,2010,Uni.,69000000,291600000.0,251513985,543464573,"Animation,Comedy,Family",7.7,464511
how to train your dragon,2010,P/DW,165000000,277300000.0,217581232,494870992,"Action,Adventure,Animation",8.1,611299
the chronicles of narnia: the voyage of the dawn treader,2010,Fox,155000000,311300000.0,104386950,418186950,"Adventure,Family,Fantasy",6.3,129663
the karate kid,2010,Sony,40000000,182500000.0,176591618,351774938,"Action,Drama,Family",6.2,146401
black swan,2010,FoxS,13000000,222400000.0,106954678,331266710,"Drama,Thriller",8.0,648854
megamind,2010,P/DW,130000000,173500000.0,148415853,321887208,"Action,Animation,Comedy",7.3,207488
robin hood,2010,Uni.,210000000,216400000.0,105487148,322459006,"Action,Adventure,Drama",6.6,239480
the last airbender,2010,Par.,150000000,187900000.0,131772187,319713881,"Action,Adventure,Family",4.1,137734
little fockers,2010,Uni.,100000000,162200000.0,148438600,310650574,"Comedy,Romance",5.5,99222
resident evil: afterlife,2010,SGem,57500000,240100000.0,60128566,295874190,"Action,Adventure,Horror",5.9,153270
shutter island,2010,Par.,80000000,166800000.0,128012934,299461782,"Mystery,Thriller",8.1,1005960
salt,2010,Sony,130000000,175200000.0,118311368,290650494,"Action,Mystery,Thriller",6.4,277204
sex and the city 2,2010,WB (NL),95000000,193000000.0,95347692,294680778,"Comedy,Drama,Romance",4.4,69199
the tourist,2010,Sony,100000000,210700000.0,67631157,278731369,"Action,Adventure,Thriller",6.0,206714
the expendables,2010,LGF,82000000,171400000.0,103068524,268268174,"Action,Adventure,Thriller",6.5,307897
grown ups,2010,Sony,75000000,109400000.0,162001186,272223430,Comedy,6.0,210377
true grit,2010,Par.,35000000,81000000.0,171243005,252276928,"Adventure,Drama,Western",7.6,284034
gulliver's travels,2010,Fox,112000000,194600000.0,42779261,232017848,"Adventure,Comedy,Family",4.9,61178
percy jackson & the olympians: the lightning thief,2010,Fox,95000000,137700000.0,88768303,223050874,"Adventure,Family,Fantasy",5.9,165108
the social network,2010,Sony,40000000,128000000.0,96962694,224922135,"Biography,Drama",7.7,568578
valentine's day,2010,WB (NL),52000000,106000000.0,110485654,217569328,"Comedy,Romance",5.7,107171
the sorcerer's apprentice,2010,BV,160000000,152100000.0,63150991,217986320,"Action,Adventure,Family",6.1,143862
due date,2010,WB,65000000,111200000.0,100539043,211739043,"Adventure,Comedy",6.5,303523
eat pray love,2010,Sony,60000000,124000000.0,80574010,206598789,"Drama,Romance",5.8,77709
yogi bear,2010,WB,80000000,101300000.0,100246011,204774690,"Adventure,Animation,Comedy",4.6,18934
red,2010,Sum.,60000000,108600000.0,90380162,196439693,"Action,Comedy,Crime",7.1,271570
paranormal activity 2,2010,Par.,3000000,92800000.0,84752907,177512032,Horror,5.7,93122
the a-team,2010,Fox,110000000,100000000.0,77222099,177241171,"Action,Adventure,Thriller",6.8,235256
the other guys,2010,Sony,100000000,51200000.0,119219978,170936470,"Action,Comedy,Crime",6.7,221664
unstoppable,2010,Fox,95000000,86200000.0,81562942,165720921,"Action,Thriller",6.8,173019
the book of eli,2010,WB,80000000,62300000.0,94835059,158750817,"Action,Adventure,Drama",6.9,271307
the town,2010,WB,37000000,61800000.0,92186262,152566881,"Crime,Drama,Thriller",7.6,322524
date night,2010,Fox,55000000,53600000.0,98711404,152269033,"Comedy,Crime,Romance",6.3,144683
legend of the guardians: the owls of ga'hoole,2010,WB,100000000,84400000.0,55675313,139716717,"Action,Adventure,Animation",7.0,73790
the wolfman,2010,Uni.,150000000,77800000.0,62189884,142634358,"Drama,Fantasy,Horror",5.8,97873
the bounty hunter,2010,Sony,45000000,69300000.0,67061228,135808837,"Action,Comedy,Romance",5.6,112444
the bounty hunter,2010,Sony,45000000,69300000.0,67061228,135808837,Unknown,6.3,29
the fighter,2010,Par.,11000000,35600000.0,93617009,129262388,"Biography,Drama,Sport",7.8,316539
predators,2010,Fox,40000000,75200000.0,52000688,127234389,"Action,Adventure,Sci-Fi",6.4,199764
dear john,2010,SGem,25000000,35000000.0,80014842,142033509,"Drama,Romance,War",6.3,128657
cats & dogs: the revenge of kitty galore,2010,WB,85000000,68900000.0,43585753,113026383,"Action,Comedy,Family",4.3,12642
tooth fairy,2010,Fox,48000000,52400000.0,60022256,112610386,"Comedy,Family,Fantasy",5.0,37939
life as we know it,2010,WB,38000000,52300000.0,53374681,105887837,"Comedy,Drama,Romance",6.6,113077
hereafter,2010,WB,50000000,72500000.0,32746941,108660270,"Drama,Fantasy,Romance",6.5,87288
killers,2010,LGF,75000000,51100000.0,47059963,95572749,"Action,Comedy,Romance",5.4,82237
kick-ass,2010,LGF,28000000,48100000.0,48071303,97531134,"Action,Comedy",7.6,497363
green zone,2010,Uni.,100000000,59800000.0,35497337,97523020,"Action,Drama,Thriller",6.8,122132
get him to the greek,2010,Uni.,40000000,30300000.0,61153526,91455875,"Adventure,Comedy,Music",6.4,161653
burlesque,2010,SGem,55000000,50100000.0,39440655,90552675,"Drama,Music,Musical",6.4,71021
burlesque,2010,SGem,55000000,50100000.0,39440655,90552675,Drama,7.0,45
the last song,2010,BV,20000000,26100000.0,62950384,92678948,"Drama,Music,Romance",6.0,74914
dinner for schmucks,2010,P/DW,69000000,13800000.0,73026337,86796502,Comedy,5.9,91546
marmaduke,2010,Fox,50000000,50100000.0,33644788,89895930,"Comedy,Family",4.2,13283
piranha 3d,2010,W/Dim.,24000000,58200000.0,25003155,83660160,"Comedy,Horror",5.4,81327
edge of darkness,2010,WB,60000000,37800000.0,43313890,82812456,"Crime,Drama,Mystery",6.6,84753
vampires suck,2010,Fox,20000000,43900000.0,36661504,81424988,Comedy,3.4,43984
letters to juliet,2010,Sum.,30000000,26100000.0,53032453,82148538,"Adventure,Comedy,Drama",6.6,86137
the back-up plan,2010,CBS,35000000,40000000.0,37490007,75281179,"Comedy,Romance",5.4,46128
diary of a wimpy kid,2010,Fox,15000000,11700000.0,64003625,76954311,"Comedy,Drama,Family",6.2,38640
easy a,2010,SGem,8000000,16600000.0,58401464,76200721,"Comedy,Drama,Romance",7.1,330125
takers,2010,SGem,32000000,11300000.0,57744720,70587268,"Action,Crime,Thriller",6.2,53377
the american,2010,Focus,20000000,32299999.0,35606376,67950723,"Crime,Drama,Thriller",6.3,86863
the last exorcism,2010,LGF,1800000,26700000.0,41034350,70165900,"Drama,Horror,Thriller",5.6,45815
the next three days,2010,LGF,30000000,46300000.0,21148651,67255916,"Action,Crime,Drama",7.4,168066
skyline,2010,Uni.,10000000,45400000.0,21416355,68264973,"Action,Sci-Fi,Thriller",4.4,83710
hot tub time machine,2010,MGM,36000000,14300000.0,50269859,65967750,"Comedy,Sci-Fi",6.4,153962
devil,2010,Uni.,10000000,29100000.0,33679655,63354114,"Horror,Mystery,Thriller",6.2,122080
127 hours,2010,FoxS,18000000,42400000.0,18335230,60217171,"Adventure,Biography,Drama",7.6,323949
secretariat,2010,BV,35000000,537000.0,59699513,60376247,"Biography,Drama,Family",7.2,24536
the ghost writer,2010,Sum.,45000000,44700000.0,15541549,65532491,"Drama,Mystery,Thriller",7.2,148274
morning glory,2010,Par.,40000000,29000000.0,31011732,59795070,"Comedy,Drama,Romance",6.5,67367
remember me,2010,Sum.,16000000,37000000.0,19068240,56506120,"Drama,Romance",7.1,129443
cop out,2010,WB,37000000,10700000.0,44875481,55909910,"Action,Comedy,Crime",5.6,81656
the crazies,2010,Over.,19000000,15700000.0,39123589,56445534,"Horror,Thriller",6.5,104465
from paris with love,2010,LGF,52000000,28700000.0,24077427,53139168,"Action,Crime,Thriller",6.5,107079
the switch,2010,Mira.,19000000,22100000.0,27758465,49858465,"Comedy,Drama,Romance",6.1,90661
she's out of my league,2010,Par.,20000000,17800000.0,32010860,48680977,"Comedy,Romance",6.4,117245
charlie st. cloud,2010,Uni.,44000000,17000000.0,31206263,48478084,"Drama,Fantasy,Romance",6.5,55016
scott pilgrim vs. the world,2010,Uni.,85000000,16100000.0,31611316,48056764,"Action,Comedy,Fantasy",7.5,339338
the spy next door,2010,LGF,28000000,20900000.0,24307106,46752858,"Action,Comedy,Family",5.5,36767
machete,2010,Fox,12500000,17500000.0,26593646,46370970,"Action,Crime,Thriller",6.6,182320
my name is khan,2010,FoxS,8470000,38300000.0,4046336,42355526,Drama,8.0,90988
going the distance,2010,WB (NL),32000000,24200000.0,17804299,43603990,"Comedy,Romance",6.3,54421
for colored girls,2010,LGF,21000000,17300.0,37729698,38017873,Drama,6.1,6728
furry vengeance,2010,Sum.,35000000,18600000.0,17630465,39340177,"Comedy,Family",3.8,14700
faster,2010,CBS,24000000,12400000.0,23240020,35792945,"Action,Crime,Drama",6.5,93618
the kids are all right,2010,Focus,4000000,13900000.0,20811365,36275469,"Comedy,Drama,Romance",7.0,120656
you will meet a tall dark stranger,2010,SPC,15000000,31000000.0,3247816,34247816,"Comedy,Drama,Romance",6.3,41608
leap year,2010,Uni.,19000000,6700000.0,25918920,32618920,"Comedy,Romance",6.5,86125
leap year,2010,Uni.,19000000,6700000.0,25918920,32618920,"Drama,Romance",5.9,2211
you again,2010,BV,20000000,6300000.0,25702053,32838945,"Comedy,Family,Romance",5.8,46690
the losers,2010,WB,25000000,5800000.0,23591432,29863840,"Action,Adventure,Crime",6.4,83876
ramona and beezus,2010,Fox,15000000,1100000.0,26167002,27469621,"Adventure,Comedy,Family",6.6,16086
let me in,2010,Over.,20000000,12000000.0,12134935,28270399,"Drama,Fantasy,Horror",7.1,107012
just wright,2010,FoxS,12000000,29900.0,21540363,21867665,"Comedy,Romance,Sport",5.9,12466
our family wedding,2010,FoxS,14000000,1200000.0,20255281,21410546,"Comedy,Romance",4.9,6417
my soul to take,2010,Uni.,25000000,6200000.0,14744435,16727470,"Horror,Mystery,Thriller",4.8,18381
country strong,2010,SGem,15000000,310000.0,20218921,20601987,"Drama,Music",6.3,16296
another year,2010,SPC,8000000,16500000.0,3205706,20005613,"Comedy,Drama",7.3,26273
buried,2010,LGF,1987650,18100000.0,1044143,21270290,"Drama,Mystery,Thriller",7.0,139426
repo men,2010,Uni.,32000000,4600000.0,13942007,18195238,"Action,Crime,Sci-Fi",6.3,96144
the nutcracker in 3d,2010,Free,90000000,16000000.0,195459,20466016,"Action,Family,Fantasy",4.3,3119
sea rex 3d: journey to a prehistoric world,2010,3D,5000000,9900000.0,6096582,16515203,Documentary,6.9,364
extraordinary measures,2010,CBS,31000000,3100000.0,12482741,15826984,Drama,6.5,15673
somewhere,2010,Focus,7000000,12200000.0,1785645,17023121,"Comedy,Drama",6.3,40250
winter's bone,2010,RAtt.,2000000,7300000.0,6531503,16131551,"Drama,Mystery",7.2,127751
made in dagenham,2010,SPC,8000000,11300000.0,1095369,15644196,"Biography,Comedy,Drama",7.2,13121
blue valentine,2010,Wein.,1000000,2600000.0,9737892,16566240,"Drama,Romance",7.4,170089
the warrior's way,2010,Rela.,42000000,5400000.0,5666340,8514325,"Action,Fantasy,Western",6.3,24271
jonah hex,2010,WB,47000000,356000.0,10547117,11022696,"Action,Drama,Fantasy",4.7,51860
cyrus,2010,FoxS,7000000,2500000.0,7468936,10062896,"Crime,Horror,Mystery",4.7,944
cyrus,2010,FoxS,7000000,2500000.0,7468936,10062896,"Comedy,Drama,Romance",6.3,32457
conviction,2010,FoxS,12500000,2900000.0,6797696,11826980,"Biography,Crime,Drama",7.2,39771
stone,2010,Over.,22000000,7700000.0,1810078,4065020,"Drama,Thriller",5.4,38667
never let me go,2010,FoxS,15000000,7000000.0,2434652,11173718,"Drama,Romance,Sci-Fi",7.1,130084
macgruber,2010,Uni.,10000000,797000.0,8525600,8629895,"Action,Comedy,Romance",5.5,39782
inside job,2010,SPC,2000000,3600000.0,4311834,7799257,"Crime,Documentary",8.3,65304
centurion,2010,Magn.,15000000,6700000.0,123570,7885048,"Action,Adventure,Drama",6.4,74085
animal kingdom,2010,SPC,4200000,5700000.0,1044039,8078683,"Crime,Drama",7.3,51576
it's kind of a funny story,2010,Focus,8000000,128000.0,6363628,6632950,"Comedy,Drama,Romance",7.1,125583
rabbit hole,2010,LGF,5000000,2900000.0,2229058,6205034,Drama,7.0,45357
the runaways,2010,App.,9500000,1100000.0,3573673,5278632,"Biography,Drama,Music",6.6,43792
four lions,2010,Drft.,3750000,4400000.0,310007,2436111,"Comedy,Crime,Drama",7.3,66209
please give,2010,SPC,3000000,280000.0,4033574,4570178,"Comedy,Drama",6.6,10652
monsters,2010,Magn.,500000,4000000.0,237301,5639730,"Drama,Sci-Fi,Thriller",6.4,84332
the killer inside me,2010,IFC,13000000,3800000.0,217277,3617277,"Crime,Drama,Horror",6.1,31727
wild target,2010,Free,8000000,3300000.0,109338,5314194,"Action,Comedy,Crime",6.8,33915
kites,2010,Relbig.,9200000,1300000.0,1685269,17155193,"Action,Drama,Romance",6.1,11353
letters to god,2010,Viv.,3000000,60300.0,2848587,3237452,"Drama,Family",6.3,4443
housefull,2010,Eros,10100000,1200000.0,1183658,18726300,Comedy,5.5,11089
flipped,2010,WB,14000000,0.0,1755212,4289993,"Comedy,Drama,Romance",7.7,74937
casino jack,2010,ATO,12500000,40700.0,2039869,2272186,"Biography,Comedy,Crime",6.2,16191
all good things,2010,Magn.,20000000,62500.0,582024,873617,"Crime,Drama,Mystery",6.3,49684
i spit on your grave,2010,Anch.,1750000,480000.0,93051,1278471,"Horror,Thriller",6.3,68592
the extra man,2010,Magn.,7000000,4500.0,453377,492108,Comedy,5.9,4580
tiny furniture,2010,IFC,50000,0.0,391674,424149,"Comedy,Drama,Romance",6.2,13397
the tempest,2010,Mira.,20000000,68700.0,277943,277943,"Comedy,Drama,Fantasy",5.4,7073
the tempest,2010,Mira.,20000000,68700.0,277943,277943,Drama,7.8,94
welcome to the rileys,2010,Gold.,10000000,158000.0,152857,355919,Drama,7.0,22210
freakonomics,2010,Magn.,2900000,16400.0,101270,172867,Documentary,6.4,6466
transformers: dark of the moon,2011,P/DW,195000000,771400000.0,352390543,1123790543,"Action,Adventure,Sci-Fi",6.2,366409
pirates of the caribbean: on stranger tides,2011,BV,410600000,804600000.0,241063875,1045663875,"Action,Adventure,Fantasy",6.6,447624
kung fu panda 2,2011,P/DW,150000000,500400000.0,165249063,664837547,"Action,Adventure,Animation",7.2,228465
fast five,2011,Uni.,125000000,416300000.0,210031325,630163454,"Action,Crime,Thriller",7.3,329892
the hangover part ii,2011,WB,80000000,332300000.0,254464305,586464305,"Comedy,Mystery",6.5,432800
the smurfs,2011,Sony,110000000,421100000.0,142614158,563749323,"Adventure,Animation,Comedy",5.5,77577
cars 2,2011,BV,200000000,370700000.0,191450875,560155383,"Adventure,Animation,Comedy",6.2,138914
puss in boots,2011,P/DW,130000000,405700000.0,149260504,554987477,"Action,Adventure,Animation",6.6,133355
sherlock holmes: a game of shadows,2011,WB,125000000,358600000.0,186848418,535663443,"Action,Adventure,Crime",7.5,394189
rio,2011,Fox,90000000,341000000.0,143619809,487519809,"Adventure,Animation,Comedy",6.9,191621
rise of the planet of the apes,2011,Fox,93000000,305000000.0,176760185,470986200,"Action,Drama,Sci-Fi",7.6,473020
thor,2011,Par.,150000000,268300000.0,181030624,449326618,"Action,Adventure,Fantasy",7.0,683264
the adventures of tintin,2011,Par.,130000000,296400000.0,77591831,373993951,"Action,Adventure,Animation",7.3,202430
captain america: the first avenger,2011,Par.,140000000,193900000.0,176654505,370569776,"Action,Adventure,Sci-Fi",6.9,668137
x-men: first class,2011,Fox,160000000,207200000.0,146408305,355408305,"Action,Adventure,Sci-Fi",7.7,608930
alvin and the chipmunks: chipwrecked,2011,Fox,80000000,209600000.0,133107389,349088523,"Adventure,Animation,Comedy",4.4,28158
real steel,2011,BV,110000000,213800000.0,85463309,263880341,"Action,Drama,Family",7.1,283534
bridesmaids,2011,Uni.,32500000,119300000.0,169211718,289632023,"Comedy,Romance",6.8,249501
super 8,2011,Par.,50000000,133100000.0,127004179,257972745,"Mystery,Sci-Fi,Thriller",7.0,320575
rango,2011,Par.,135000000,122200000.0,123477607,245724600,"Adventure,Animation,Comedy",7.2,215761
the green hornet,2011,Sony,110000000,129000000.0,98780042,229155503,"Action,Comedy,Crime",5.8,148622
immortals,2011,Rela.,75000000,143400000.0,83504017,211562435,"Action,Drama,Fantasy",6.0,152992
green lantern,2011,WB,200000000,103300000.0,116601172,219535492,"Action,Adventure,Sci-Fi",5.5,252281
the help,2011,BV,25000000,46900000.0,169705587,213120004,Drama,8.1,392699
bad teacher,2011,Sony,19000000,115900000.0,100292856,215448997,"Comedy,Romance",5.7,181189
just go with it,2011,Sony,80000000,111900000.0,103028109,214974953,"Comedy,Romance",6.4,200932
horrible bosses,2011,WB (NL),35000000,92100000.0,117538559,212417601,"Comedy,Crime",6.9,398695
paranormal activity 3,2011,Par.,5000000,103000000.0,104028807,207039844,"Horror,Mystery,Thriller",5.8,85689
hugo,2011,Par.,180000000,111900000.0,73864507,180047784,"Adventure,Drama,Family",7.5,284869
hop,2011,Uni.,63000000,75900000.0,108085305,188657593,"Adventure,Animation,Comedy",5.4,28893
war horse,2011,BV,70000000,97700000.0,79883359,156815529,"Drama,History,War",7.2,136447
the descendants,2011,FoxS,20000000,94700000.0,82624961,175507800,"Comedy,Drama",7.3,223464
in time,2011,Fox,35000000,136400000.0,37553932,165103952,"Action,Crime,Drama",6.7,346077
zookeeper,2011,Sony,80000000,89500000.0,80360866,170805525,"Comedy,Family,Romance",5.2,52396
the muppets,2011,BV,45000000,76600000.0,88625922,160971922,"Adventure,Comedy,Family",7.1,82752
limitless,2011,Rela.,27000000,82600000.0,79249455,155564919,"Mystery,Sci-Fi,Thriller",7.4,492490
johnny english reborn,2011,Uni.,45000000,151800000.0,8406711,164640401,"Action,Adventure,Comedy",6.3,110824
final destination 5,2011,WB (NL),40000000,115300000.0,42587643,155011165,Horror,5.9,98061
tower heist,2011,Uni.,85000000,74900000.0,78046570,150422946,"Action,Comedy,Crime",6.2,125102
midnight in paris,2011,SPC,30000000,94300000.0,56816662,162502774,"Comedy,Fantasy,Romance",7.7,356500
happy feet two,2011,WB,135000000,86400000.0,64006466,157956466,"Adventure,Animation,Comedy",5.9,38396
i am number four,2011,BV,50000000,94800000.0,55100437,146195159,"Action,Adventure,Sci-Fi",6.1,217762
jack and jill,2011,Sony,79000000,75500000.0,74158157,150519217,Comedy,3.3,71361
friends with benefits,2011,SGem,35000000,93700000.0,55802754,146595891,"Comedy,Romance",6.6,317338
no strings attached,2011,Par.,25000000,78600000.0,70662220,149228078,"Comedy,Romance",6.2,197663
arthur christmas,2011,Sony,85000000,101000000.0,46462469,149717124,"Adventure,Animation,Comedy",7.1,45439
source code,2011,Sum.,32000000,92600000.0,54712227,140428499,"Action,Drama,Sci-Fi",7.5,452036
contagion,2011,WB,60000000,59800000.0,75658097,137551594,"Action,Drama,Thriller",6.6,201536
the artist,2011,Wein.,16000000,88800000.0,44667095,128256712,"Comedy,Drama,Romance",7.9,217184
the artist,2011,Wein.,16000000,88800000.0,44667095,128256712,Thriller,6.8,6
unknown,2011,WB,40000000,67099999.0,63686397,136123083,"Action,Mystery,Thriller",6.9,235167
the adjustment bureau,2011,Uni.,50200000,65400000.0,62495645,126931325,"Romance,Sci-Fi,Thriller",7.1,227616
we bought a zoo,2011,Fox,50000000,44500000.0,75624550,118729073,"Comedy,Drama,Family",7.1,126849
water for elephants,2011,Fox,38000000,58400000.0,58709717,116809717,"Drama,Romance",6.9,105812
moneyball,2011,Sony,50000000,34600000.0,75605492,111300835,"Biography,Drama,Sport",7.6,326657
sanctum,2011,Uni.,30000000,85400000.0,23209310,108957098,"Adventure,Drama,Thriller",5.9,51318
justin bieber: never say never,2011,Par.,13000000,26000000.0,73013910,99034125,"Documentary,Music",1.6,74978
paul,2011,Uni.,40000000,60600000.0,37412945,101162106,"Adventure,Comedy,Sci-Fi",7.0,220567
scream 4,2011,W/Dim.,40000000,59000000.0,38180928,95989590,"Horror,Mystery",6.2,118779
the rite,2011,WB (NL),37000000,63000000.0,33047633,97143987,"Drama,Horror,Mystery",6.0,85604
dolphin tale,2011,WB,37000000,23100000.0,72286779,96068724,"Drama,Family",6.9,20746
season of the witch,2011,Rela.,40000000,66800000.0,24827228,91126600,"Action,Adventure,Fantasy",5.4,85777
sucker punch,2011,WB,75000000,53400000.0,36392502,89758389,"Action,Adventure,Fantasy",6.1,218371
red riding hood,2011,WB,42000000,51500000.0,37662162,91678442,"Fantasy,Horror,Mystery",5.5,102369
j. edgar,2011,WB,35000000,47600000.0,37306030,84606030,"Biography,Crime,Drama",6.6,115925
hall pass,2011,WB (NL),68000000,38100000.0,45060734,87173475,"Comedy,Romance",5.9,113775
"big mommas: like father, like son",2011,Fox,32000000,44800000.0,37915414,82332450,"Action,Comedy,Crime",4.4,23520
abduction,2011,LGF,35000000,54000000.0,28087155,86648359,"Action,Mystery,Thriller",5.1,72552
abduction,2011,LGF,35000000,54000000.0,28087155,86648359,"Horror,Thriller",5.2,10
priest,2011,SGem,60000000,49200000.0,29136626,84154026,"Action,Adventure,Fantasy",5.7,108320
the mechanic,2011,CBS,42500000,47000000.0,29121498,76347393,"Action,Crime,Thriller",6.6,141254
the ides of march,2011,Sony,23000000,35000000.0,40962534,77735925,"Drama,Thriller",7.1,207417
the change-up,2011,Uni.,52000000,38400000.0,37243418,75997067,"Comedy,Fantasy",6.3,155374
the lincoln lawyer,2011,LGF,40000000,17000000.0,58009200,87145086,"Crime,Drama,Thriller",7.3,196109
diary of a wimpy kid: rodrick rules,2011,Fox,18000000,19700000.0,52698535,73695194,"Comedy,Family",6.6,23135
larry crowne,2011,Uni.,30000000,36400000.0,35608245,61449135,"Comedy,Drama,Romance",6.1,58927
the dilemma,2011,Uni.,70000000,21200000.0,48475290,70546865,"Comedy,Drama",5.3,48148
the darkest hour,2011,Sum.,34800000,43200000.0,21443494,62831715,"Action,Adventure,Horror",4.9,55071
hanna,2011,Focus,30000000,23500000.0,40259119,65343694,"Action,Drama,Thriller",6.8,179178
colombiana,2011,TriS,40000000,24300000.0,36665854,72295262,"Action,Drama,Thriller",6.4,87659
something borrowed,2011,WB,35000000,21100000.0,39046489,65084116,"Comedy,Drama,Romance",5.9,54314
one day,2011,Focus,15000000,45500000.0,13843771,59168692,"Drama,Romance",7.0,128094
killer elite,2011,ORF,70000000,31300000.0,25124986,65409046,"Action,Crime,Thriller",6.5,117711
the tree of life,2011,FoxS,35000000,41000000.0,13305665,61721826,"Drama,Fantasy",6.8,156266
winnie the pooh,2011,BV,30000000,23200000.0,26692846,50145607,"Adventure,Animation,Comedy",7.2,19605
soul surfer,2011,TriS,18000000,3200000.0,43853424,47158652,"Biography,Drama,Family",7.1,41659
beastly,2011,CBS,17000000,15300000.0,27865571,38028230,"Drama,Fantasy,Romance",5.6,72599
30 minutes or less,2011,Sony,28000000,3500000.0,37053924,40966716,"Action,Comedy,Crime",6.1,87254
the roommate,2011,SGem,16000000,3200000.0,37300107,52545707,"Drama,Thriller",4.9,33062
shark night 3d,2011,Rela.,25000000,21300000.0,18877153,18877153,"Horror,Thriller",4.0,23190
monte carlo,2011,Fox,20000000,16500000.0,23186769,39686769,"Adventure,Comedy,Family",5.8,38731
50/50,2011,Sum.,8000000,4200000.0,35016118,41334735,"Comedy,Drama,Romance",7.7,300475
mars needs moms,2011,BV,150000000,17600000.0,21392758,39549758,"Adventure,Animation,Family",5.4,19823
dream house,2011,Uni.,50000000,17200000.0,21302340,41642166,"Drama,Mystery,Thriller",6.0,59714
jumping the broom,2011,TriS,7000000,415000.0,37295394,38158601,"Comedy,Drama",5.7,9089
a very harold & kumar 3d christmas,2011,WB,20000000,326000.0,35061031,36265745,"Adventure,Comedy",6.3,62151
my week with marilyn,2011,Wein.,10000000,20500000.0,14597405,34240572,"Biography,Drama",7.0,79337
the sitter,2011,Fox,25000000,4500000.0,30542576,38749404,Comedy,5.7,65575
courageous,2011,TriS,2000000,0.0,34522221,35185884,Drama,7.0,17586
i don't know how she does it,2011,Wein.,24000000,20900000.0,9659074,24474463,"Comedy,Romance",4.9,18552
what's your number?,2011,Fox,20000000,16399999.0,14011084,30163785,"Comedy,Romance",6.1,67922
drive angry,2011,Sum.,50000000,18200000.0,10721033,41042583,"Action,Fantasy,Thriller",5.4,90203
a dangerous method,2011,SPC,20000000,21800000.0,5702083,14807531,"Biography,Drama,Romance",6.4,93259
the eagle,2011,Focus,25000000,7600000.0,19490041,38993548,"Action,Adventure,Drama",6.2,61475
apollo 18,2011,W/Dim.,5000000,7900000.0,17686929,26517819,"Horror,Mystery,Sci-Fi",5.2,51427
your highness,2011,Uni.,50000000,3300000.0,21596445,26121638,"Adventure,Comedy,Fantasy",5.5,92940
our idiot brother,2011,Wein.,5000000,0.0,24814830,25861249,"Comedy,Drama",6.4,80738
the rum diary,2011,FD,45000000,10800000.0,13109815,21544732,"Comedy,Drama",6.2,94787
warrior,2011,LGF,25000000,9400000.0,13657115,24215385,"Drama,Sport",8.2,403755
young adult,2011,Par.,12000000,6600000.0,16311571,22750356,"Comedy,Drama",6.3,74071
the guard,2011,SPC,6000000,14200000.0,5359774,21197454,"Comedy,Crime,Thriller",7.3,75183
margin call,2011,RAtt.,3400000,14200000.0,5353586,20433227,"Drama,Thriller",7.1,107264
shame,2011,FoxS,6500000,13800000.0,4002293,20412841,Drama,7.2,171353
melancholia,2011,Magn.,9400000,12900000.0,3030848,21817298,"Drama,Sci-Fi",7.2,153434
anonymous,2011,Sony,27500000,10900000.0,4463292,15815509,"Drama,Thriller",6.9,37932
snow flower and the secret fan,2011,FoxS,6000000,10000000.0,1348205,11348205,"Drama,History",6.1,3429
le havre,2011,Jan.,5500000,9900000.0,611709,13480196,"Comedy,Drama",7.2,18490
prom,2011,BV,8000000,0.0,10130219,10763183,"Comedy,Drama,Family",5.4,14279
the big year,2011,Fox,41000000,244000.0,7204138,7684524,Comedy,6.2,39522
the beaver,2011,Sum.,21000000,6300000.0,970816,5046038,Drama,6.7,45173
take me home tonight,2011,Rela.,19000000,0.0,6928068,7576604,"Comedy,Drama,Romance",6.3,48393
cedar rapids,2011,FoxS,10000000,0.0,6861102,7862131,Comedy,6.3,34759
attack the block,2011,SGem,13000000,4800000.0,1024175,6459183,"Action,Comedy,Sci-Fi",6.7,93868
like crazy,2011,ParV,250000,336000.0,3395391,3728400,"Drama,Romance",6.7,55841
martha marcy may marlene,2011,FoxS,1000000,548000.0,2981038,5438911,"Drama,Mystery,Thriller",6.9,45873
machine gun preacher,2011,Rela.,30000000,2800000.0,538690,3721988,"Action,Biography,Crime",6.8,60074
take shelter,2011,SPC,4750000,1400000.0,1728953,4972016,"Drama,Horror,Thriller",7.4,83200
another earth,2011,FoxS,175000,456000.0,1321194,2102779,"Drama,Romance,Sci-Fi",7.0,85839
a better life,2011,Sum.,10000000,0.0,1759252,1884251,"Drama,Romance",7.2,14602
a better life,2011,Sum.,10000000,0.0,1759252,1884251,Drama,6.6,1519
the art of getting by,2011,FoxS,4000000,0.0,1430241,1989035,"Drama,Romance",6.6,53682
the devil's double,2011,LGF,19100000,0.0,1361512,5965646,"Biography,Drama,Thriller",7.1,58342
